Transcript: meu nome é São Paulo 29 de agosto de 2016 obrigado pela entrevista essa primeira sessão o que a gente queria fazer é capturar um pouco o espírito do que foi o período 
confidence: 0.9291933178901672 

Word: meu, start_time: 0.0, end_time: 46.7 
Word: ou, start_time: 618.1, end_time: 618.7 
Word: seja, start_time: 618.7, end_time: 618.9 
Word: ele, start_time: 618.9, end_time: 619.0 
Word: deve, start_time: 619.0, end_time: 619.1 
Word: fazer, start_time: 619.1, end_time: 619.6 
Word: durante, start_time: 619.6, end_time: 620.0 
Word: a, start_time: 620.0, end_time: 620.4 
Word: campanha, start_time: 620.4, end_time: 620.5 
Word: que, start_time: 620.5, end_time: 621.1 
Word: ele, start_time: 621.1, end_time: 621.1 
Word: conselho, start_time: 621.1, end_time: 621.9 
Word: Empresarial, start_time: 621.9, end_time: 622.0 
Word: e, start_time: 622.0, end_time: 622.7 
Word: depois, start_time: 622.7, end_time: 623.6 
Word: conversamos, start_time: 623.6, end_time: 632.1 
Word: um, start_time: 632.1, end_time: 633.1 
Word: pouco, start_time: 633.1, end_time: 633.2 
Word: sobre, start_time: 633.2, end_time: 633.6 
Word: a, start_time: 633.6, end_time: 633.7 
Word: crise, start_time: 633.7, end_time: 634.2 
Word: Não, start_time: 634.2, end_time: 634.4 
Word: conseguiu, start_time: 634.4, end_time: 641.4 
Word: convencer, start_time: 641.4, end_time: 642.3 
Word: esse, start_time: 642.3, end_time: 642.8 
Word: pessoal, start_time: 642.8, end_time: 643.1 
Word: porque, start_time: 643.1, end_time: 643.3 
Word: eu, start_time: 643.3, end_time: 643.4 
Word: vi, start_time: 643.4, end_time: 643.6 
Word: imagem, start_time: 643.6, end_time: 644.2 
Word: no, start_time: 644.2, end_time: 645.1 
Word: documentário, start_time: 645.1, end_time: 645.9 
Word: do, start_time: 645.9, end_time: 646.0 
Word: João, start_time: 646.0, end_time: 646.7 
Word: Moreira, start_time: 646.7, end_time: 646.9 
Word: Salles, start_time: 646.9, end_time: 647.6 
Word: Dilma, start_time: 647.6, end_time: 648.4 
Word: Renan, start_time: 648.4, end_time: 648.6 
Word: e, start_time: 648.6, end_time: 648.7 
Word: se, start_time: 648.7, end_time: 651.7 
Word: eu, start_time: 651.7, end_time: 651.7 
Word: não, start_time: 651.7, end_time: 651.9 
Word: me, start_time: 651.9, end_time: 652.0 
Word: engano, start_time: 652.0, end_time: 652.5 
Word: imagens, start_time: 652.5, end_time: 654.4 
Word: de, start_time: 654.4, end_time: 654.5 
Word: Janeiro, start_time: 654.5, end_time: 655.1 
Word: durante, start_time: 655.1, end_time: 655.6 
Word: a, start_time: 655.6, end_time: 655.9 
Word: campanha, start_time: 655.9, end_time: 656.0 
Word: para, start_time: 656.0, end_time: 658.4 
Word: convencer, start_time: 658.4, end_time: 658.6 
Word: a, start_time: 658.6, end_time: 659.2 
Word: banca, start_time: 659.2, end_time: 660.3 
Word: a, start_time: 660.3, end_time: 660.4 
Word: sentar, start_time: 660.4, end_time: 660.9 
Word: com, start_time: 660.9, end_time: 661.1 
Word: candidato, start_time: 661.1, end_time: 661.6 
Word: do, start_time: 661.6, end_time: 661.7 
Word: PT, start_time: 661.7, end_time: 662.1 
Word: que, start_time: 662.1, end_time: 662.2 
Word: historicamente, start_time: 662.2, end_time: 662.6 


Transcript:  O que é um desafio para eles o que eles procuravam com você disse preocupada vocês podem nem a eleição vai responder essa questão de esperar quando eu fui convidada foi da hora nós podemos pagar daí você tem responsabilidade ninguém fosse eu estaria se não nenhum documento de apoio inclusive na Saraiva declarar volta outro candidato e ele tá lá no fundo ao final do ano vamos conhecer um pouco dura depois do treino longão não é sobre o Brasil 
confidence: 0.940110445022583 

Word: O, start_time: 664.8, end_time: 664.9 
Word: que, start_time: 664.9, end_time: 665.4 
Word: é, start_time: 665.4, end_time: 665.4 
Word: um, start_time: 665.4, end_time: 665.5 
Word: desafio, start_time: 665.5, end_time: 665.9 
Word: para, start_time: 665.9, end_time: 666.2 
Word: eles, start_time: 666.2, end_time: 666.6 
Word: o, start_time: 666.6, end_time: 666.7 
Word: que, start_time: 666.7, end_time: 667.2 
Word: eles, start_time: 667.2, end_time: 667.3 
Word: procuravam, start_time: 667.3, end_time: 668.1 
Word: com, start_time: 668.1, end_time: 668.4 
Word: você, start_time: 668.4, end_time: 668.7 
Word: disse, start_time: 668.7, end_time: 669.2 
Word: preocupada, start_time: 669.2, end_time: 670.2 
Word: vocês, start_time: 670.2, end_time: 670.5 
Word: podem, start_time: 670.5, end_time: 670.7 
Word: nem, start_time: 670.7, end_time: 670.9 
Word: a, start_time: 670.9, end_time: 671.0 
Word: eleição, start_time: 671.0, end_time: 671.6 
Word: vai, start_time: 671.6, end_time: 673.5 
Word: responder, start_time: 673.5, end_time: 674.0 
Word: essa, start_time: 674.0, end_time: 674.1 
Word: questão, start_time: 674.1, end_time: 674.5 
Word: de, start_time: 674.5, end_time: 674.9 
Word: esperar, start_time: 674.9, end_time: 675.3 
Word: quando, start_time: 675.3, end_time: 678.5 
Word: eu, start_time: 678.5, end_time: 678.7 
Word: fui, start_time: 678.7, end_time: 679.1 
Word: convidada, start_time: 679.1, end_time: 679.8 
Word: foi, start_time: 679.8, end_time: 679.9 
Word: da, start_time: 679.9, end_time: 680.0 
Word: hora, start_time: 680.0, end_time: 680.2 
Word: nós, start_time: 680.2, end_time: 680.8 
Word: podemos, start_time: 680.8, end_time: 681.0 
Word: pagar, start_time: 681.0, end_time: 681.5 
Word: daí, start_time: 681.5, end_time: 681.7 
Word: você, start_time: 681.7, end_time: 681.9 
Word: tem, start_time: 681.9, end_time: 682.3 
Word: responsabilidade, start_time: 682.3, end_time: 683.3 
Word: ninguém, start_time: 683.3, end_time: 689.8 
Word: fosse, start_time: 689.8, end_time: 691.3 
Word: eu, start_time: 691.3, end_time: 691.5 
Word: estaria, start_time: 691.5, end_time: 692.7 
Word: se, start_time: 692.7, end_time: 692.9 
Word: não, start_time: 692.9, end_time: 692.9 
Word: nenhum, start_time: 692.9, end_time: 693.3 
Word: documento, start_time: 693.3, end_time: 693.7 
Word: de, start_time: 693.7, end_time: 693.9 
Word: apoio, start_time: 693.9, end_time: 694.3 
Word: inclusive, start_time: 694.3, end_time: 694.8 
Word: na, start_time: 694.8, end_time: 695.0 
Word: Saraiva, start_time: 695.0, end_time: 695.4 
Word: declarar, start_time: 695.4, end_time: 695.8 
Word: volta, start_time: 695.8, end_time: 696.1 
Word: outro, start_time: 696.1, end_time: 696.3 
Word: candidato, start_time: 696.3, end_time: 696.5 
Word: e, start_time: 696.5, end_time: 697.0 
Word: ele, start_time: 697.0, end_time: 705.3 
Word: tá, start_time: 705.3, end_time: 705.4 
Word: lá, start_time: 705.4, end_time: 705.5 
Word: no, start_time: 705.5, end_time: 705.7 
Word: fundo, start_time: 705.7, end_time: 706.2 
Word: ao, start_time: 706.2, end_time: 706.3 
Word: final, start_time: 706.3, end_time: 706.4 
Word: do, start_time: 706.4, end_time: 707.2 
Word: ano, start_time: 707.2, end_time: 707.4 
Word: vamos, start_time: 707.4, end_time: 709.3 
Word: conhecer, start_time: 709.3, end_time: 713.1 
Word: um, start_time: 713.1, end_time: 713.2 
Word: pouco, start_time: 713.2, end_time: 713.3 
Word: dura, start_time: 713.3, end_time: 714.0 
Word: depois, start_time: 714.0, end_time: 714.3 
Word: do, start_time: 714.3, end_time: 714.4 
Word: treino, start_time: 714.4, end_time: 714.8 
Word: longão, start_time: 714.8, end_time: 715.3 
Word: não, start_time: 715.3, end_time: 715.7 
Word: é, start_time: 715.7, end_time: 715.7 
Word: sobre, start_time: 715.7, end_time: 716.4 
Word: o, start_time: 716.4, end_time: 716.4 
Word: Brasil, start_time: 716.4, end_time: 716.8 


Transcript:  genérico não entrar em detalhes mas ele falava mas de forma genérica de uma maneira muito forte de responsabilidade fiscal que fala em controle da inflação talvez discutindo meta meta de inflação sistema criado na Nova Zelândia é difícil mas ele até já não tinha dúvida pronta sistema de contas ele tava bem com você já já durante a campanha Lula que é capaz de interagir com o mercado 
confidence: 0.9182558059692383 

Word: genérico, start_time: 724.8, end_time: 725.7 
Word: não, start_time: 725.7, end_time: 725.8 
Word: entrar, start_time: 725.8, end_time: 726.3 
Word: em, start_time: 726.3, end_time: 726.4 
Word: detalhes, start_time: 726.4, end_time: 726.6 
Word: mas, start_time: 726.6, end_time: 727.5 
Word: ele, start_time: 727.5, end_time: 728.0 
Word: falava, start_time: 728.0, end_time: 728.6 
Word: mas, start_time: 728.6, end_time: 728.8 
Word: de, start_time: 728.8, end_time: 729.0 
Word: forma, start_time: 729.0, end_time: 729.4 
Word: genérica, start_time: 729.4, end_time: 729.7 
Word: de, start_time: 729.7, end_time: 730.0 
Word: uma, start_time: 730.0, end_time: 730.6 
Word: maneira, start_time: 730.6, end_time: 730.9 
Word: muito, start_time: 730.9, end_time: 732.1 
Word: forte, start_time: 732.1, end_time: 732.7 
Word: de, start_time: 732.7, end_time: 737.8 
Word: responsabilidade, start_time: 737.8, end_time: 743.4 
Word: fiscal, start_time: 743.4, end_time: 744.3 
Word: que, start_time: 744.3, end_time: 749.0 
Word: fala, start_time: 749.0, end_time: 749.2 
Word: em, start_time: 749.2, end_time: 749.4 
Word: controle, start_time: 749.4, end_time: 750.1 
Word: da, start_time: 750.1, end_time: 750.1 
Word: inflação, start_time: 750.1, end_time: 750.5 
Word: talvez, start_time: 750.5, end_time: 751.4 
Word: discutindo, start_time: 751.4, end_time: 751.7 
Word: meta, start_time: 751.7, end_time: 752.4 
Word: meta, start_time: 752.4, end_time: 753.0 
Word: de, start_time: 753.0, end_time: 753.2 
Word: inflação, start_time: 753.2, end_time: 753.3 
Word: sistema, start_time: 753.3, end_time: 754.7 
Word: criado, start_time: 754.7, end_time: 755.8 
Word: na, start_time: 755.8, end_time: 755.8 
Word: Nova, start_time: 755.8, end_time: 756.0 
Word: Zelândia, start_time: 756.0, end_time: 756.9 
Word: é, start_time: 756.9, end_time: 757.0 
Word: difícil, start_time: 757.0, end_time: 759.0 
Word: mas, start_time: 759.0, end_time: 759.1 
Word: ele, start_time: 759.1, end_time: 763.2 
Word: até, start_time: 763.2, end_time: 763.5 
Word: já, start_time: 763.5, end_time: 763.8 
Word: não, start_time: 763.8, end_time: 764.2 
Word: tinha, start_time: 764.2, end_time: 764.5 
Word: dúvida, start_time: 764.5, end_time: 765.1 
Word: pronta, start_time: 765.1, end_time: 771.5 
Word: sistema, start_time: 771.5, end_time: 773.0 
Word: de, start_time: 773.0, end_time: 773.3 
Word: contas, start_time: 773.3, end_time: 773.7 
Word: ele, start_time: 773.7, end_time: 774.3 
Word: tava, start_time: 774.3, end_time: 775.1 
Word: bem, start_time: 775.1, end_time: 775.3 
Word: com, start_time: 775.3, end_time: 775.6 
Word: você, start_time: 775.6, end_time: 776.0 
Word: já, start_time: 776.0, end_time: 777.6 
Word: já, start_time: 777.6, end_time: 777.7 
Word: durante, start_time: 777.7, end_time: 778.2 
Word: a, start_time: 778.2, end_time: 778.3 
Word: campanha, start_time: 778.3, end_time: 778.5 
Word: Lula, start_time: 778.5, end_time: 779.3 
Word: que, start_time: 779.3, end_time: 779.4 
Word: é, start_time: 779.4, end_time: 782.2 
Word: capaz, start_time: 782.2, end_time: 782.7 
Word: de, start_time: 782.7, end_time: 782.8 
Word: interagir, start_time: 782.8, end_time: 783.4 
Word: com, start_time: 783.4, end_time: 783.7 
Word: o, start_time: 783.7, end_time: 783.9 
Word: mercado, start_time: 783.9, end_time: 784.3 


Transcript:  sem problema algum já está caracterizado na campanha 
confidence: 0.9147989749908447 

Word: sem, start_time: 784.8, end_time: 785.0 
Word: problema, start_time: 785.0, end_time: 785.4 
Word: algum, start_time: 785.4, end_time: 785.5 
Word: já, start_time: 785.5, end_time: 786.2 
Word: está, start_time: 786.2, end_time: 786.4 
Word: caracterizado, start_time: 786.4, end_time: 787.3 
Word: na, start_time: 787.3, end_time: 787.4 
Word: campanha, start_time: 787.4, end_time: 788.1 


Transcript:  pelo menos assim para uma parcela enorme que agente realiza os conselhos que é uma parte importante o que e como você falou nada pessoas ligadas aos impactos autorizado O Grande Desafio agora vocês nos cobram o posicionamento de vocês que vão possível fazer frango e aí Alguns que não gostaram do Google de falar eu não gosto de você gosta do Brasil 
confidence: 0.8996347784996033 

Word: pelo, start_time: 789.6, end_time: 790.1 
Word: menos, start_time: 790.1, end_time: 790.4 
Word: assim, start_time: 790.4, end_time: 790.6 
Word: para, start_time: 790.6, end_time: 791.7 
Word: uma, start_time: 791.7, end_time: 791.8 
Word: parcela, start_time: 791.8, end_time: 792.5 
Word: enorme, start_time: 792.5, end_time: 792.5 
Word: que, start_time: 792.5, end_time: 793.0 
Word: agente, start_time: 793.0, end_time: 793.2 
Word: realiza, start_time: 793.2, end_time: 793.5 
Word: os, start_time: 793.5, end_time: 793.8 
Word: conselhos, start_time: 793.8, end_time: 794.8 
Word: que, start_time: 794.8, end_time: 794.9 
Word: é, start_time: 794.9, end_time: 794.9 
Word: uma, start_time: 794.9, end_time: 795.7 
Word: parte, start_time: 795.7, end_time: 796.1 
Word: importante, start_time: 796.1, end_time: 796.2 
Word: o, start_time: 796.2, end_time: 796.7 
Word: que, start_time: 796.7, end_time: 796.8 
Word: e, start_time: 796.8, end_time: 797.0 
Word: como, start_time: 797.0, end_time: 797.9 
Word: você, start_time: 797.9, end_time: 798.2 
Word: falou, start_time: 798.2, end_time: 798.4 
Word: nada, start_time: 798.4, end_time: 798.6 
Word: pessoas, start_time: 798.6, end_time: 798.9 
Word: ligadas, start_time: 798.9, end_time: 799.4 
Word: aos, start_time: 799.4, end_time: 799.5 
Word: impactos, start_time: 799.5, end_time: 800.6 
Word: autorizado, start_time: 800.6, end_time: 805.9 
Word: O, start_time: 805.9, end_time: 806.0 
Word: Grande, start_time: 806.0, end_time: 806.6 
Word: Desafio, start_time: 806.6, end_time: 813.8 
Word: agora, start_time: 813.8, end_time: 814.9 
Word: vocês, start_time: 814.9, end_time: 815.6 
Word: nos, start_time: 815.6, end_time: 816.4 
Word: cobram, start_time: 816.4, end_time: 816.9 
Word: o, start_time: 816.9, end_time: 817.1 
Word: posicionamento, start_time: 817.1, end_time: 817.6 
Word: de, start_time: 817.6, end_time: 820.4 
Word: vocês, start_time: 820.4, end_time: 820.7 
Word: que, start_time: 820.7, end_time: 820.8 
Word: vão, start_time: 820.8, end_time: 821.0 
Word: possível, start_time: 821.0, end_time: 822.0 
Word: fazer, start_time: 822.0, end_time: 822.4 
Word: frango, start_time: 822.4, end_time: 826.5 
Word: e, start_time: 826.5, end_time: 826.7 
Word: aí, start_time: 826.7, end_time: 827.2 
Word: Alguns, start_time: 827.2, end_time: 838.9 
Word: que, start_time: 838.9, end_time: 839.0 
Word: não, start_time: 839.0, end_time: 839.2 
Word: gostaram, start_time: 839.2, end_time: 839.8 
Word: do, start_time: 839.8, end_time: 839.9 
Word: Google, start_time: 839.9, end_time: 840.2 
Word: de, start_time: 840.2, end_time: 840.2 
Word: falar, start_time: 840.2, end_time: 840.6 
Word: eu, start_time: 840.6, end_time: 841.4 
Word: não, start_time: 841.4, end_time: 841.4 
Word: gosto, start_time: 841.4, end_time: 842.0 
Word: de, start_time: 842.0, end_time: 842.1 
Word: você, start_time: 842.1, end_time: 842.2 
Word: gosta, start_time: 842.2, end_time: 844.4 
Word: do, start_time: 844.4, end_time: 844.6 
Word: Brasil, start_time: 844.6, end_time: 844.7 


Transcript:  isso fez com que escrever uma coisa importante fazendo várias reuniões longas Brasil Ali o que era o Brasil não queria enfrentar Então é isso nos ajudou a escrever a carta depois assim meus compromissos o Lula desde o início Foi simpático a ideia de receber essas pessoas ou foi necessário um trabalho de gramática dentro da campanha para garantir que a turma não ia cria resistência Com certeza você falou tudo foi formado o sindicalismo jogava com a base e concentra 
confidence: 0.9504746794700623 

Word: isso, start_time: 849.6, end_time: 850.5 
Word: fez, start_time: 850.5, end_time: 850.8 
Word: com, start_time: 850.8, end_time: 850.9 
Word: que, start_time: 850.9, end_time: 851.0 
Word: escrever, start_time: 851.0, end_time: 853.3 
Word: uma, start_time: 853.3, end_time: 853.3 
Word: coisa, start_time: 853.3, end_time: 853.7 
Word: importante, start_time: 853.7, end_time: 854.5 
Word: fazendo, start_time: 854.5, end_time: 855.3 
Word: várias, start_time: 855.3, end_time: 855.7 
Word: reuniões, start_time: 855.7, end_time: 855.8 
Word: longas, start_time: 855.8, end_time: 856.7 
Word: Brasil, start_time: 856.7, end_time: 861.8 
Word: Ali, start_time: 861.8, end_time: 862.6 
Word: o, start_time: 862.6, end_time: 862.7 
Word: que, start_time: 862.7, end_time: 862.9 
Word: era, start_time: 862.9, end_time: 863.2 
Word: o, start_time: 863.2, end_time: 863.4 
Word: Brasil, start_time: 863.4, end_time: 864.7 
Word: não, start_time: 864.7, end_time: 865.0 
Word: queria, start_time: 865.0, end_time: 865.5 
Word: enfrentar, start_time: 865.5, end_time: 866.3 
Word: Então, start_time: 866.3, end_time: 867.4 
Word: é, start_time: 867.4, end_time: 867.4 
Word: isso, start_time: 867.4, end_time: 867.6 
Word: nos, start_time: 867.6, end_time: 867.7 
Word: ajudou, start_time: 867.7, end_time: 868.2 
Word: a, start_time: 868.2, end_time: 868.4 
Word: escrever, start_time: 868.4, end_time: 869.4 
Word: a, start_time: 869.4, end_time: 869.5 
Word: carta, start_time: 869.5, end_time: 870.1 
Word: depois, start_time: 870.1, end_time: 870.3 
Word: assim, start_time: 870.3, end_time: 870.9 
Word: meus, start_time: 870.9, end_time: 871.4 
Word: compromissos, start_time: 871.4, end_time: 872.2 
Word: o, start_time: 872.2, end_time: 872.2 
Word: Lula, start_time: 872.2, end_time: 872.7 
Word: desde, start_time: 872.7, end_time: 873.0 
Word: o, start_time: 873.0, end_time: 873.1 
Word: início, start_time: 873.1, end_time: 873.4 
Word: Foi, start_time: 873.4, end_time: 873.6 
Word: simpático, start_time: 873.6, end_time: 874.1 
Word: a, start_time: 874.1, end_time: 874.3 
Word: ideia, start_time: 874.3, end_time: 874.6 
Word: de, start_time: 874.6, end_time: 874.7 
Word: receber, start_time: 874.7, end_time: 875.1 
Word: essas, start_time: 875.1, end_time: 875.3 
Word: pessoas, start_time: 875.3, end_time: 875.8 
Word: ou, start_time: 875.8, end_time: 876.0 
Word: foi, start_time: 876.0, end_time: 876.1 
Word: necessário, start_time: 876.1, end_time: 876.6 
Word: um, start_time: 876.6, end_time: 876.7 
Word: trabalho, start_time: 876.7, end_time: 876.9 
Word: de, start_time: 876.9, end_time: 877.2 
Word: gramática, start_time: 877.2, end_time: 877.5 
Word: dentro, start_time: 877.5, end_time: 877.9 
Word: da, start_time: 877.9, end_time: 878.2 
Word: campanha, start_time: 878.2, end_time: 878.9 
Word: para, start_time: 878.9, end_time: 879.6 
Word: garantir, start_time: 879.6, end_time: 880.3 
Word: que, start_time: 880.3, end_time: 880.5 
Word: a, start_time: 880.5, end_time: 880.7 
Word: turma, start_time: 880.7, end_time: 881.1 
Word: não, start_time: 881.1, end_time: 881.3 
Word: ia, start_time: 881.3, end_time: 881.6 
Word: cria, start_time: 881.6, end_time: 882.5 
Word: resistência, start_time: 882.5, end_time: 882.8 
Word: Com, start_time: 882.8, end_time: 886.3 
Word: certeza, start_time: 886.3, end_time: 890.6 
Word: você, start_time: 890.6, end_time: 892.4 
Word: falou, start_time: 892.4, end_time: 898.9 
Word: tudo, start_time: 898.9, end_time: 899.0 
Word: foi, start_time: 899.0, end_time: 900.7 
Word: formado, start_time: 900.7, end_time: 900.8 
Word: o, start_time: 900.8, end_time: 901.2 
Word: sindicalismo, start_time: 901.2, end_time: 901.9 
Word: jogava, start_time: 901.9, end_time: 903.4 
Word: com, start_time: 903.4, end_time: 903.5 
Word: a, start_time: 903.5, end_time: 903.5 
Word: base, start_time: 903.5, end_time: 904.0 
Word: e, start_time: 904.0, end_time: 904.1 
Word: concentra, start_time: 904.1, end_time: 904.8 


Transcript:  positivo Rua tem essa característica em frente uma parcela grande do PT o tempo todo o trajeto empresariado para ver se essa facilidade eu não tinha problema com ele ele teve coração eu fui levando Lula ela tava muito longa eu ligo ela cansou para receber e nessas passagens palavra contraste 
confidence: 0.8982262015342712 

Word: positivo, start_time: 909.6, end_time: 911.5 
Word: Rua, start_time: 911.5, end_time: 912.5 
Word: tem, start_time: 912.5, end_time: 912.8 
Word: essa, start_time: 912.8, end_time: 913.0 
Word: característica, start_time: 913.0, end_time: 913.2 
Word: em, start_time: 913.2, end_time: 913.7 
Word: frente, start_time: 913.7, end_time: 914.0 
Word: uma, start_time: 914.0, end_time: 914.1 
Word: parcela, start_time: 914.1, end_time: 914.5 
Word: grande, start_time: 914.5, end_time: 914.8 
Word: do, start_time: 914.8, end_time: 914.8 
Word: PT, start_time: 914.8, end_time: 915.3 
Word: o, start_time: 915.3, end_time: 915.4 
Word: tempo, start_time: 915.4, end_time: 921.9 
Word: todo, start_time: 921.9, end_time: 922.4 
Word: o, start_time: 922.4, end_time: 922.4 
Word: trajeto, start_time: 922.4, end_time: 922.7 
Word: empresariado, start_time: 922.7, end_time: 923.9 
Word: para, start_time: 923.9, end_time: 924.3 
Word: ver, start_time: 924.3, end_time: 924.6 
Word: se, start_time: 924.6, end_time: 924.9 
Word: essa, start_time: 924.9, end_time: 925.0 
Word: facilidade, start_time: 925.0, end_time: 925.6 
Word: eu, start_time: 925.6, end_time: 926.0 
Word: não, start_time: 926.0, end_time: 926.1 
Word: tinha, start_time: 926.1, end_time: 926.4 
Word: problema, start_time: 926.4, end_time: 927.1 
Word: com, start_time: 927.1, end_time: 927.2 
Word: ele, start_time: 927.2, end_time: 927.5 
Word: ele, start_time: 927.5, end_time: 928.5 
Word: teve, start_time: 928.5, end_time: 928.7 
Word: coração, start_time: 928.7, end_time: 934.4 
Word: eu, start_time: 934.4, end_time: 935.1 
Word: fui, start_time: 935.1, end_time: 935.8 
Word: levando, start_time: 935.8, end_time: 940.2 
Word: Lula, start_time: 940.2, end_time: 941.0 
Word: ela, start_time: 941.0, end_time: 941.5 
Word: tava, start_time: 941.5, end_time: 941.7 
Word: muito, start_time: 941.7, end_time: 941.9 
Word: longa, start_time: 941.9, end_time: 942.4 
Word: eu, start_time: 942.4, end_time: 942.5 
Word: ligo, start_time: 942.5, end_time: 942.9 
Word: ela, start_time: 942.9, end_time: 943.2 
Word: cansou, start_time: 943.2, end_time: 948.5 
Word: para, start_time: 948.5, end_time: 948.7 
Word: receber, start_time: 948.7, end_time: 949.8 
Word: e, start_time: 949.8, end_time: 949.9 
Word: nessas, start_time: 949.9, end_time: 952.2 
Word: passagens, start_time: 952.2, end_time: 952.6 
Word: palavra, start_time: 952.6, end_time: 953.5 
Word: contraste, start_time: 953.5, end_time: 954.9 


Transcript:  ele ficou assim não incomodar falei não vamos trabalhar vamos deixar mais claro dos dez mandamentos que você tá pior vai ficar pior trabalhar precisa quero perceber naquele primeiro mandato levar muito chato muito bom aí já fizemos a carta cortando muito não fiz uma nova conversa com ele nesse período da nossa conversa de leitura fazer eu ia com ele nesse meio tempo algumas pessoas que usaram envolvendo rosquinha doce Felipe 
confidence: 0.9190471172332764 

Word: ele, start_time: 956.2, end_time: 961.0 
Word: ficou, start_time: 961.0, end_time: 961.3 
Word: assim, start_time: 961.3, end_time: 961.6 
Word: não, start_time: 961.6, end_time: 961.8 
Word: incomodar, start_time: 961.8, end_time: 963.5 
Word: falei, start_time: 963.5, end_time: 964.3 
Word: não, start_time: 964.3, end_time: 964.4 
Word: vamos, start_time: 964.4, end_time: 964.6 
Word: trabalhar, start_time: 964.6, end_time: 967.9 
Word: vamos, start_time: 967.9, end_time: 972.1 
Word: deixar, start_time: 972.1, end_time: 972.4 
Word: mais, start_time: 972.4, end_time: 972.5 
Word: claro, start_time: 972.5, end_time: 972.9 
Word: dos, start_time: 972.9, end_time: 973.1 
Word: dez, start_time: 973.1, end_time: 973.3 
Word: mandamentos, start_time: 973.3, end_time: 973.9 
Word: que, start_time: 973.9, end_time: 974.4 
Word: você, start_time: 974.4, end_time: 974.6 
Word: tá, start_time: 974.6, end_time: 974.7 
Word: pior, start_time: 974.7, end_time: 975.2 
Word: vai, start_time: 975.2, end_time: 975.4 
Word: ficar, start_time: 975.4, end_time: 975.5 
Word: pior, start_time: 975.5, end_time: 975.6 
Word: trabalhar, start_time: 975.6, end_time: 978.4 
Word: precisa, start_time: 978.4, end_time: 980.7 
Word: quero, start_time: 980.7, end_time: 981.1 
Word: perceber, start_time: 981.1, end_time: 981.5 
Word: naquele, start_time: 981.5, end_time: 981.7 
Word: primeiro, start_time: 981.7, end_time: 982.0 
Word: mandato, start_time: 982.0, end_time: 982.4 
Word: levar, start_time: 982.4, end_time: 982.6 
Word: muito, start_time: 982.6, end_time: 983.0 
Word: chato, start_time: 983.0, end_time: 983.7 
Word: muito, start_time: 983.7, end_time: 983.8 
Word: bom, start_time: 983.8, end_time: 984.0 
Word: aí, start_time: 984.0, end_time: 985.0 
Word: já, start_time: 985.0, end_time: 985.1 
Word: fizemos, start_time: 985.1, end_time: 985.6 
Word: a, start_time: 985.6, end_time: 985.9 
Word: carta, start_time: 985.9, end_time: 986.3 
Word: cortando, start_time: 986.3, end_time: 987.0 
Word: muito, start_time: 987.0, end_time: 988.6 
Word: não, start_time: 988.6, end_time: 988.9 
Word: fiz, start_time: 988.9, end_time: 990.1 
Word: uma, start_time: 990.1, end_time: 990.2 
Word: nova, start_time: 990.2, end_time: 990.6 
Word: conversa, start_time: 990.6, end_time: 990.9 
Word: com, start_time: 990.9, end_time: 991.2 
Word: ele, start_time: 991.2, end_time: 991.5 
Word: nesse, start_time: 991.5, end_time: 991.7 
Word: período, start_time: 991.7, end_time: 992.2 
Word: da, start_time: 992.2, end_time: 993.3 
Word: nossa, start_time: 993.3, end_time: 993.7 
Word: conversa, start_time: 993.7, end_time: 996.6 
Word: de, start_time: 996.6, end_time: 997.0 
Word: leitura, start_time: 997.0, end_time: 998.1 
Word: fazer, start_time: 998.1, end_time: 998.4 
Word: eu, start_time: 998.4, end_time: 998.6 
Word: ia, start_time: 998.6, end_time: 998.8 
Word: com, start_time: 998.8, end_time: 999.5 
Word: ele, start_time: 999.5, end_time: 999.7 
Word: nesse, start_time: 999.7, end_time: 1004.5 
Word: meio, start_time: 1004.5, end_time: 1004.8 
Word: tempo, start_time: 1004.8, end_time: 1005.0 
Word: algumas, start_time: 1005.0, end_time: 1005.6 
Word: pessoas, start_time: 1005.6, end_time: 1006.2 
Word: que, start_time: 1006.2, end_time: 1006.7 
Word: usaram, start_time: 1006.7, end_time: 1007.3 
Word: envolvendo, start_time: 1007.3, end_time: 1007.8 
Word: rosquinha, start_time: 1007.8, end_time: 1008.3 
Word: doce, start_time: 1008.3, end_time: 1011.4 
Word: Felipe, start_time: 1011.4, end_time: 1015.8 


Transcript:  verbo limpar e nesse período Eu liguei pro empresário que tava com os quais a gente tava conversando sobre isso né 
confidence: 0.809706449508667 

Word: verbo, start_time: 1016.3, end_time: 1017.2 
Word: limpar, start_time: 1017.2, end_time: 1018.8 
Word: e, start_time: 1018.8, end_time: 1019.3 
Word: nesse, start_time: 1019.3, end_time: 1029.6 
Word: período, start_time: 1029.6, end_time: 1029.7 
Word: Eu, start_time: 1029.7, end_time: 1029.9 
Word: liguei, start_time: 1029.9, end_time: 1030.2 
Word: pro, start_time: 1030.2, end_time: 1030.6 
Word: empresário, start_time: 1030.6, end_time: 1031.1 
Word: que, start_time: 1031.1, end_time: 1031.4 
Word: tava, start_time: 1031.4, end_time: 1031.7 
Word: com, start_time: 1031.7, end_time: 1031.8 
Word: os, start_time: 1031.8, end_time: 1032.2 
Word: quais, start_time: 1032.2, end_time: 1032.4 
Word: a, start_time: 1032.4, end_time: 1032.5 
