Transcript: estamos gravando diretamente da residência do Presidente Juscelino Kubitschek para uma entrevista versando sobre o tema estabilidade política durante o governo Juscelino Kubitschek teve especificamente um problema político e teórico 
confidence: 0.9021123647689819 

Word: estamos, start_time: 0.0, end_time: 1.1 
Word: ficaram, start_time: 482.5, end_time: 483.0 
Word: sem, start_time: 483.0, end_time: 483.1 
Word: contratos, start_time: 483.1, end_time: 484.3 
Word: e, start_time: 484.3, end_time: 484.4 
Word: aqueles, start_time: 484.4, end_time: 485.7 
Word: que, start_time: 485.7, end_time: 486.2 
Word: apoiaram, start_time: 486.2, end_time: 486.8 
Word: Getúlio, start_time: 486.8, end_time: 486.9 
Word: infelizmente, start_time: 486.9, end_time: 490.2 
Word: não, start_time: 490.2, end_time: 490.9 
Word: soube, start_time: 490.9, end_time: 491.5 
Word: contornar, start_time: 491.5, end_time: 493.1 
Word: as, start_time: 493.1, end_time: 493.7 
Word: faculdades, start_time: 493.7, end_time: 494.4 
Word: que, start_time: 494.4, end_time: 494.5 
Word: surgiram, start_time: 494.5, end_time: 495.2 
Word: no, start_time: 495.2, end_time: 495.2 
Word: caminho, start_time: 495.2, end_time: 495.7 
Word: dele, start_time: 495.7, end_time: 495.9 
Word: em, start_time: 495.9, end_time: 496.0 
Word: 1954, start_time: 496.0, end_time: 498.3 
Word: navios, start_time: 498.3, end_time: 499.5 
Word: contra, start_time: 499.5, end_time: 499.9 
Word: o, start_time: 499.9, end_time: 500.2 
Word: suicídio, start_time: 500.2, end_time: 501.0 
Word: do, start_time: 501.0, end_time: 501.3 
Word: Getúlio, start_time: 501.3, end_time: 501.6 
Word: conseguiu, start_time: 501.6, end_time: 502.5 
Word: manter, start_time: 502.5, end_time: 503.1 
Word: a, start_time: 503.1, end_time: 503.2 
Word: constituição, start_time: 503.2, end_time: 504.0 
Word: indo, start_time: 504.0, end_time: 505.1 
Word: já, start_time: 505.1, end_time: 505.2 
Word: estava, start_time: 505.2, end_time: 505.5 
Word: praticamente, start_time: 505.5, end_time: 505.8 
Word: do, start_time: 505.8, end_time: 506.3 
Word: posto, start_time: 506.3, end_time: 506.9 
Word: e, start_time: 506.9, end_time: 507.3 
Word: já, start_time: 507.3, end_time: 507.5 
Word: está, start_time: 507.5, end_time: 507.9 
Word: na, start_time: 507.9, end_time: 508.1 
Word: frente, start_time: 508.1, end_time: 508.4 
Transcript:  o governo um vice-presidente instalar internet solidário com o BNDS transformado no dentista mas quando suicido jato no shopping Itaquera São Leopoldo Fest que a constituição sobreviver sobre país e o regime constitucional continua e eu quero dizer que minha fatura promessa verdadeiramente a minha entrada em cena na vida política nacional eu havia sido eleito Governador na mesma época que Getúlio foi eleito presidente pública e as dificuldades grandes que paravam sobre o país 18 A Fazenda do Rio Grande do Sul para conversar com ele o boleto previdenciasocial governador de Minas mas agora ele não acha adversário mas não tenho vontade Engeplus 
confidence: 0.9239950180053711 

Word: o, start_time: 508.4, end_time: 508.5 
Word: governo, start_time: 508.5, end_time: 509.2 
Word: um, start_time: 509.2, end_time: 509.3 
Word: vice-presidente, start_time: 509.3, end_time: 510.2 
Word: instalar, start_time: 510.2, end_time: 511.8 
Word: internet, start_time: 511.8, end_time: 512.3 
Word: solidário, start_time: 512.3, end_time: 513.0 
Word: com, start_time: 513.0, end_time: 513.2 
Word: o, start_time: 513.2, end_time: 513.2 
Word: BNDS, start_time: 513.2, end_time: 513.6 
Word: transformado, start_time: 513.6, end_time: 515.0 
Word: no, start_time: 515.0, end_time: 515.1 
Word: dentista, start_time: 515.1, end_time: 515.9 
Word: mas, start_time: 515.9, end_time: 516.9 
Word: quando, start_time: 516.9, end_time: 517.5 
Word: suicido, start_time: 517.5, end_time: 518.1 
Word: jato, start_time: 518.1, end_time: 518.4 
Word: no, start_time: 518.4, end_time: 518.5 
Word: shopping, start_time: 518.5, end_time: 518.6 
Word: Itaquera, start_time: 518.6, end_time: 520.0 
Word: São, start_time: 520.0, end_time: 520.4 
Word: Leopoldo, start_time: 520.4, end_time: 521.1 
Word: Fest, start_time: 521.1, end_time: 521.4 
Word: que, start_time: 521.4, end_time: 522.4 
Word: a, start_time: 522.4, end_time: 522.5 
Word: constituição, start_time: 522.5, end_time: 523.4 
Word: sobreviver, start_time: 523.4, end_time: 524.7 
Word: sobre, start_time: 524.7, end_time: 525.8 
Word: país, start_time: 525.8, end_time: 526.2 
Word: e, start_time: 526.2, end_time: 526.8 
Word: o, start_time: 526.8, end_time: 526.9 
Word: regime, start_time: 526.9, end_time: 528.1 
Word: constitucional, start_time: 528.1, end_time: 528.5 
Word: continua, start_time: 528.5, end_time: 529.9 
Word: e, start_time: 529.9, end_time: 530.8 
Word: eu, start_time: 530.8, end_time: 531.0 
Word: quero, start_time: 531.0, end_time: 531.1 
Word: dizer, start_time: 531.1, end_time: 531.7 
Word: que, start_time: 531.7, end_time: 532.5 
Word: minha, start_time: 532.5, end_time: 532.7 
Word: fatura, start_time: 532.7, end_time: 533.2 
Word: promessa, start_time: 533.2, end_time: 534.4 
Word: verdadeiramente, start_time: 534.4, end_time: 535.4 
Word: a, start_time: 535.4, end_time: 535.5 
Word: minha, start_time: 535.5, end_time: 535.9 
Word: entrada, start_time: 535.9, end_time: 536.1 
Word: em, start_time: 536.1, end_time: 536.4 
Word: cena, start_time: 536.4, end_time: 537.0 
Word: na, start_time: 537.0, end_time: 537.6 
Word: vida, start_time: 537.6, end_time: 537.7 
Word: política, start_time: 537.7, end_time: 538.4 
Word: nacional, start_time: 538.4, end_time: 539.1 
Word: eu, start_time: 539.1, end_time: 540.4 
Word: havia, start_time: 540.4, end_time: 540.6 
Word: sido, start_time: 540.6, end_time: 541.0 
Word: eleito, start_time: 541.0, end_time: 541.3 
Word: Governador, start_time: 541.3, end_time: 541.9 
Word: na, start_time: 541.9, end_time: 542.6 
Word: mesma, start_time: 542.6, end_time: 543.0 
Word: época, start_time: 543.0, end_time: 543.2 
Word: que, start_time: 543.2, end_time: 543.3 
Word: Getúlio, start_time: 543.3, end_time: 543.9 
Word: foi, start_time: 543.9, end_time: 544.1 
Word: eleito, start_time: 544.1, end_time: 544.4 
Word: presidente, start_time: 544.4, end_time: 545.0 
Word: pública, start_time: 545.0, end_time: 545.9 
Word: e, start_time: 545.9, end_time: 546.8 
Word: as, start_time: 546.8, end_time: 548.6 
Word: dificuldades, start_time: 548.6, end_time: 549.3 
Word: grandes, start_time: 549.3, end_time: 550.0 
Word: que, start_time: 550.0, end_time: 550.1 
Word: paravam, start_time: 550.1, end_time: 550.7 
Word: sobre, start_time: 550.7, end_time: 550.9 
Word: o, start_time: 550.9, end_time: 551.0 
Word: país, start_time: 551.0, end_time: 551.3 
Word: 18, start_time: 551.3, end_time: 555.4 
Word: A, start_time: 555.4, end_time: 555.5 
Word: Fazenda, start_time: 555.5, end_time: 556.2 
Word: do, start_time: 556.2, end_time: 556.4 
Word: Rio, start_time: 556.4, end_time: 557.0 
Word: Grande, start_time: 557.0, end_time: 557.1 
Word: do, start_time: 557.1, end_time: 557.5 
Word: Sul, start_time: 557.5, end_time: 557.6 
Word: para, start_time: 557.6, end_time: 558.3 
Word: conversar, start_time: 558.3, end_time: 558.8 
Word: com, start_time: 558.8, end_time: 559.1 
Word: ele, start_time: 559.1, end_time: 559.4 
Word: o, start_time: 559.4, end_time: 559.5 
Word: boleto, start_time: 559.5, end_time: 560.2 
Word: previdenciasocial, start_time: 560.2, end_time: 560.8 
Word: governador, start_time: 560.8, end_time: 562.1 
Word: de, start_time: 562.1, end_time: 562.2 
Word: Minas, start_time: 562.2, end_time: 562.6 
Word: mas, start_time: 562.6, end_time: 563.4 
Word: agora, start_time: 563.4, end_time: 564.1 
Word: ele, start_time: 564.1, end_time: 564.6 
Word: não, start_time: 564.6, end_time: 564.9 
Word: acha, start_time: 564.9, end_time: 565.1 
Word: adversário, start_time: 565.1, end_time: 565.2 
Word: mas, start_time: 565.2, end_time: 566.3 
Word: não, start_time: 566.3, end_time: 566.5 
Word: tenho, start_time: 566.5, end_time: 566.7 
Word: vontade, start_time: 566.7, end_time: 566.9 
Word: Engeplus, start_time: 566.9, end_time: 568.0 
Transcript:  ternos masculinos para Cristiano Machado número do Sul conversar com você Tudo Para me dizer o seguinte presente e o seu nome é realmente Democrata e as minhas origens da vaca tossindo muito longe né porque o sonho das camadas mais modestas da sociedade brasileira no meu novo mundo conhece a minha história sabe o que é minha mãe eu fui bloqueado apenas por uma mãe que meu pai morreu quando eu tinha um ano de idade e que essa mãe mudou de maneira formidável para ter a glória de trazer o filho de Saul descalço da sua terra natal até o Palácio do Catete e deu a posse deve compreender da República o seguinte eu preciso dessas camadas no PS 2 meses eu tenho um sentimento de muita idade de muita injustiça preocupar 
confidence: 0.9378224015235901 

Word: ternos, start_time: 568.4, end_time: 569.3 
Word: masculinos, start_time: 569.3, end_time: 571.1 
Word: para, start_time: 571.1, end_time: 572.0 
Word: Cristiano, start_time: 572.0, end_time: 572.7 
Word: Machado, start_time: 572.7, end_time: 572.8 
Word: número, start_time: 572.8, end_time: 574.0 
Word: do, start_time: 574.0, end_time: 574.1 
Word: Sul, start_time: 574.1, end_time: 574.5 
Word: conversar, start_time: 574.5, end_time: 575.0 
Word: com, start_time: 575.0, end_time: 575.1 
Word: você, start_time: 575.1, end_time: 575.3 
Word: Tudo, start_time: 575.3, end_time: 575.4 
Word: Para, start_time: 575.4, end_time: 575.8 
Word: me, start_time: 575.8, end_time: 575.9 
Word: dizer, start_time: 575.9, end_time: 576.2 
Word: o, start_time: 576.2, end_time: 576.3 
Word: seguinte, start_time: 576.3, end_time: 576.4 
Word: presente, start_time: 576.4, end_time: 577.3 
Word: e, start_time: 577.3, end_time: 577.3 
Word: o, start_time: 577.3, end_time: 578.2 
Word: seu, start_time: 578.2, end_time: 578.5 
Word: nome, start_time: 578.5, end_time: 578.6 
Word: é, start_time: 578.6, end_time: 578.9 
Word: realmente, start_time: 578.9, end_time: 579.2 
Word: Democrata, start_time: 579.2, end_time: 580.0 
Word: e, start_time: 580.0, end_time: 580.0 
Word: as, start_time: 580.0, end_time: 581.0 
Word: minhas, start_time: 581.0, end_time: 581.3 
Word: origens, start_time: 581.3, end_time: 581.8 
Word: da, start_time: 581.8, end_time: 581.9 
Word: vaca, start_time: 581.9, end_time: 582.2 
Word: tossindo, start_time: 582.2, end_time: 582.6 
Word: muito, start_time: 582.6, end_time: 582.8 
Word: longe, start_time: 582.8, end_time: 583.3 
Word: né, start_time: 583.3, end_time: 583.5 
Word: porque, start_time: 583.5, end_time: 584.8 
Word: o, start_time: 584.8, end_time: 584.8 
Word: sonho, start_time: 584.8, end_time: 585.1 
Word: das, start_time: 585.1, end_time: 585.6 
Word: camadas, start_time: 585.6, end_time: 586.1 
Word: mais, start_time: 586.1, end_time: 586.3 
Word: modestas, start_time: 586.3, end_time: 587.2 
Word: da, start_time: 587.2, end_time: 587.7 
Word: sociedade, start_time: 587.7, end_time: 588.3 
Word: brasileira, start_time: 588.3, end_time: 588.5 
Word: no, start_time: 588.5, end_time: 589.2 
Word: meu, start_time: 589.2, end_time: 590.3 
Word: novo, start_time: 590.3, end_time: 591.1 
Word: mundo, start_time: 591.1, end_time: 591.2 
Word: conhece, start_time: 591.2, end_time: 591.6 
Word: a, start_time: 591.6, end_time: 591.9 
Word: minha, start_time: 591.9, end_time: 592.1 
Word: história, start_time: 592.1, end_time: 592.1 
Word: sabe, start_time: 592.1, end_time: 592.5 
Word: o, start_time: 592.5, end_time: 592.8 
Word: que, start_time: 592.8, end_time: 592.9 
Word: é, start_time: 592.9, end_time: 593.0 
Word: minha, start_time: 593.0, end_time: 593.1 
Word: mãe, start_time: 593.1, end_time: 593.2 
Word: eu, start_time: 593.2, end_time: 593.7 
Word: fui, start_time: 593.7, end_time: 593.8 
Word: bloqueado, start_time: 593.8, end_time: 594.1 
Word: apenas, start_time: 594.1, end_time: 594.6 
Word: por, start_time: 594.6, end_time: 594.9 
Word: uma, start_time: 594.9, end_time: 595.0 
Word: mãe, start_time: 595.0, end_time: 595.2 
Word: que, start_time: 595.2, end_time: 595.4 
Word: meu, start_time: 595.4, end_time: 595.6 
Word: pai, start_time: 595.6, end_time: 595.7 
Word: morreu, start_time: 595.7, end_time: 596.0 
Word: quando, start_time: 596.0, end_time: 596.3 
Word: eu, start_time: 596.3, end_time: 596.4 
Word: tinha, start_time: 596.4, end_time: 596.4 
Word: um, start_time: 596.4, end_time: 596.6 
Word: ano, start_time: 596.6, end_time: 596.9 
Word: de, start_time: 596.9, end_time: 596.9 
Word: idade, start_time: 596.9, end_time: 597.3 
Word: e, start_time: 597.3, end_time: 598.3 
Word: que, start_time: 598.3, end_time: 598.6 
Word: essa, start_time: 598.6, end_time: 600.6 
Word: mãe, start_time: 600.6, end_time: 600.8 
Word: mudou, start_time: 600.8, end_time: 601.3 
Word: de, start_time: 601.3, end_time: 601.4 
Word: maneira, start_time: 601.4, end_time: 601.6 
Word: formidável, start_time: 601.6, end_time: 603.2 
Word: para, start_time: 603.2, end_time: 603.9 
Word: ter, start_time: 603.9, end_time: 604.3 
Word: a, start_time: 604.3, end_time: 604.4 
Word: glória, start_time: 604.4, end_time: 605.7 
Word: de, start_time: 605.7, end_time: 605.8 
Word: trazer, start_time: 605.8, end_time: 606.3 
Word: o, start_time: 606.3, end_time: 606.4 
Word: filho, start_time: 606.4, end_time: 606.8 
Word: de, start_time: 606.8, end_time: 607.5 
Word: Saul, start_time: 607.5, end_time: 607.9 
Word: descalço, start_time: 607.9, end_time: 608.7 
Word: da, start_time: 608.7, end_time: 608.8 
Word: sua, start_time: 608.8, end_time: 609.0 
Word: terra, start_time: 609.0, end_time: 609.3 
Word: natal, start_time: 609.3, end_time: 609.4 
Word: até, start_time: 609.4, end_time: 610.5 
Word: o, start_time: 610.5, end_time: 610.5 
Word: Palácio, start_time: 610.5, end_time: 611.0 
Word: do, start_time: 611.0, end_time: 611.2 
Word: Catete, start_time: 611.2, end_time: 611.2 
Word: e, start_time: 611.2, end_time: 612.9 
Word: deu, start_time: 612.9, end_time: 613.2 
Word: a, start_time: 613.2, end_time: 614.1 
Word: posse, start_time: 614.1, end_time: 614.4 
Word: deve, start_time: 614.4, end_time: 615.0 
Word: compreender, start_time: 615.0, end_time: 615.8 
Word: da, start_time: 615.8, end_time: 615.9 
Word: República, start_time: 615.9, end_time: 617.8 
Word: o, start_time: 617.8, end_time: 617.9 
Word: seguinte, start_time: 617.9, end_time: 618.2 
Word: eu, start_time: 618.2, end_time: 618.4 
Word: preciso, start_time: 618.4, end_time: 620.0 
Word: dessas, start_time: 620.0, end_time: 620.3 
Word: camadas, start_time: 620.3, end_time: 620.6 
Word: no, start_time: 620.6, end_time: 620.9 
Word: PS, start_time: 620.9, end_time: 621.0 
Word: 2, start_time: 621.0, end_time: 621.5 
Word: meses, start_time: 621.5, end_time: 622.1 
Word: eu, start_time: 622.1, end_time: 623.0 
Word: tenho, start_time: 623.0, end_time: 623.4 
Word: um, start_time: 623.4, end_time: 623.5 
Word: sentimento, start_time: 623.5, end_time: 623.7 
Word: de, start_time: 623.7, end_time: 624.9 
Word: muita, start_time: 624.9, end_time: 625.3 
Word: idade, start_time: 625.3, end_time: 626.0 
Word: de, start_time: 626.0, end_time: 626.5 
Word: muita, start_time: 626.5, end_time: 626.7 
Word: injustiça, start_time: 626.7, end_time: 626.9 
Word: preocupar, start_time: 626.9, end_time: 628.3 
Transcript:  não queria ninguém de não praticar um ato que pudesse ser acordado de Justo E ao mesmo tempo amando acima de tudo a liberdade e por que essas cidades brasileiras têm uma história sobre os cinco sentidos físicos formidáveis das cidades durante mais de um século ocorreu a vida de Minas Gerais não sou a vida cívica espiritual como também a Bíblia como única não havia Transportes havia comunicações esta cidade de Interlagos no interior do Estado mas comunitário Rio de Janeiro Emerson tropas que levaram 30 40 dias traseira levar alguma coisa aqui da capital do país a ter relações organizar a sua vida 
confidence: 0.9297834634780884 

Word: não, start_time: 628.4, end_time: 629.0 
Word: queria, start_time: 629.0, end_time: 629.3 
Word: ninguém, start_time: 629.3, end_time: 629.5 
Word: de, start_time: 629.5, end_time: 630.6 
Word: não, start_time: 630.6, end_time: 630.9 
Word: praticar, start_time: 630.9, end_time: 631.0 
Word: um, start_time: 631.0, end_time: 631.4 
Word: ato, start_time: 631.4, end_time: 631.9 
Word: que, start_time: 631.9, end_time: 632.2 
Word: pudesse, start_time: 632.2, end_time: 632.6 
Word: ser, start_time: 632.6, end_time: 632.7 
Word: acordado, start_time: 632.7, end_time: 633.8 
Word: de, start_time: 633.8, end_time: 634.0 
Word: Justo, start_time: 634.0, end_time: 634.7 
Word: E, start_time: 634.7, end_time: 635.5 
Word: ao, start_time: 635.5, end_time: 635.7 
Word: mesmo, start_time: 635.7, end_time: 635.8 
Word: tempo, start_time: 635.8, end_time: 636.0 
Word: amando, start_time: 636.0, end_time: 636.9 
Word: acima, start_time: 636.9, end_time: 637.3 
Word: de, start_time: 637.3, end_time: 637.5 
Word: tudo, start_time: 637.5, end_time: 637.7 
Word: a, start_time: 637.7, end_time: 637.9 
Word: liberdade, start_time: 637.9, end_time: 638.8 
Word: e, start_time: 638.8, end_time: 639.2 
Word: por, start_time: 639.2, end_time: 639.5 
Word: que, start_time: 639.5, end_time: 639.7 
Word: essas, start_time: 639.7, end_time: 641.1 
Word: cidades, start_time: 641.1, end_time: 641.5 
Word: brasileiras, start_time: 641.5, end_time: 642.3 
Word: têm, start_time: 642.3, end_time: 642.5 
Word: uma, start_time: 642.5, end_time: 642.6 
Word: história, start_time: 642.6, end_time: 642.8 
Word: sobre, start_time: 642.8, end_time: 644.8 
Word: os, start_time: 644.8, end_time: 644.9 
Word: cinco, start_time: 644.9, end_time: 645.3 
Word: sentidos, start_time: 645.3, end_time: 645.3 
Word: físicos, start_time: 645.3, end_time: 647.3 
Word: formidáveis, start_time: 647.3, end_time: 648.2 
Word: das, start_time: 648.2, end_time: 649.7 
Word: cidades, start_time: 649.7, end_time: 650.3 
Word: durante, start_time: 650.3, end_time: 650.6 
Word: mais, start_time: 650.6, end_time: 651.1 
Word: de, start_time: 651.1, end_time: 651.1 
Word: um, start_time: 651.1, end_time: 651.2 
Word: século, start_time: 651.2, end_time: 651.3 
Word: ocorreu, start_time: 651.3, end_time: 653.0 
Word: a, start_time: 653.0, end_time: 653.2 
Word: vida, start_time: 653.2, end_time: 653.7 
Word: de, start_time: 653.7, end_time: 654.8 
Word: Minas, start_time: 654.8, end_time: 655.1 
Word: Gerais, start_time: 655.1, end_time: 655.5 
Word: não, start_time: 655.5, end_time: 655.7 
Word: sou, start_time: 655.7, end_time: 656.0 
Word: a, start_time: 656.0, end_time: 656.0 
Word: vida, start_time: 656.0, end_time: 656.3 
Word: cívica, start_time: 656.3, end_time: 656.9 
Word: espiritual, start_time: 656.9, end_time: 657.8 
Word: como, start_time: 657.8, end_time: 658.4 
Word: também, start_time: 658.4, end_time: 658.7 
Word: a, start_time: 658.7, end_time: 658.7 
Word: Bíblia, start_time: 658.7, end_time: 659.0 
Word: como, start_time: 659.0, end_time: 659.3 
Word: única, start_time: 659.3, end_time: 659.4 
Word: não, start_time: 659.4, end_time: 660.2 
Word: havia, start_time: 660.2, end_time: 660.5 
Word: Transportes, start_time: 660.5, end_time: 661.4 
Word: havia, start_time: 661.4, end_time: 661.7 
Word: comunicações, start_time: 661.7, end_time: 662.6 
Word: esta, start_time: 662.6, end_time: 663.4 
Word: cidade, start_time: 663.4, end_time: 663.6 
Word: de, start_time: 663.6, end_time: 663.8 
Word: Interlagos, start_time: 663.8, end_time: 665.4 
Word: no, start_time: 665.4, end_time: 665.9 
Word: interior, start_time: 665.9, end_time: 666.4 
Word: do, start_time: 666.4, end_time: 666.5 
Word: Estado, start_time: 666.5, end_time: 667.1 
Word: mas, start_time: 667.1, end_time: 668.5 
Word: comunitário, start_time: 668.5, end_time: 669.3 
Word: Rio, start_time: 669.3, end_time: 670.3 
Word: de, start_time: 670.3, end_time: 670.4 
Word: Janeiro, start_time: 670.4, end_time: 670.9 
Word: Emerson, start_time: 670.9, end_time: 671.2 
Word: tropas, start_time: 671.2, end_time: 673.3 
Word: que, start_time: 673.3, end_time: 673.7 
Word: levaram, start_time: 673.7, end_time: 674.2 
Word: 30, start_time: 674.2, end_time: 674.9 
Word: 40, start_time: 674.9, end_time: 675.3 
Word: dias, start_time: 675.3, end_time: 675.8 
Word: traseira, start_time: 675.8, end_time: 677.5 
Word: levar, start_time: 677.5, end_time: 677.9 
Word: alguma, start_time: 677.9, end_time: 678.3 
Word: coisa, start_time: 678.3, end_time: 678.8 
Word: aqui, start_time: 678.8, end_time: 678.9 
Word: da, start_time: 678.9, end_time: 679.1 
Word: capital, start_time: 679.1, end_time: 679.5 
Word: do, start_time: 679.5, end_time: 680.0 
Word: país, start_time: 680.0, end_time: 680.2 
Word: a, start_time: 680.2, end_time: 680.5 
Word: ter, start_time: 680.5, end_time: 681.0 
Word: relações, start_time: 681.0, end_time: 681.2 
Word: organizar, start_time: 681.2, end_time: 686.7 
Word: a, start_time: 686.7, end_time: 686.9 
Word: sua, start_time: 686.9, end_time: 687.5 
Word: vida, start_time: 687.5, end_time: 687.6 
Transcript:  música destino Zezé lados e passaram então a fundação colégio Escola Normal Santos de oratória e responda Garfield attorney os índices de prazos passando pela vida intelectual muito viva muito bonita mesmo endereço dos centros maiores durante o governo de 1.720 até praticamente a independência do Brasil centro estrangeira de Redenção de Cultura 
confidence: 0.8431862592697144 

Word: música, start_time: 688.4, end_time: 688.7 
Word: destino, start_time: 688.7, end_time: 689.3 
Word: Zezé, start_time: 689.3, end_time: 689.4 
Word: lados, start_time: 689.4, end_time: 690.0 
Word: e, start_time: 690.0, end_time: 690.6 
Word: passaram, start_time: 690.6, end_time: 691.2 
Word: então, start_time: 691.2, end_time: 691.6 
Word: a, start_time: 691.6, end_time: 691.7 
Word: fundação, start_time: 691.7, end_time: 692.4 
Word: colégio, start_time: 692.4, end_time: 693.8 
Word: Escola, start_time: 693.8, end_time: 695.0 
Word: Normal, start_time: 695.0, end_time: 695.5 
Word: Santos, start_time: 695.5, end_time: 697.0 
Word: de, start_time: 697.0, end_time: 697.4 
Word: oratória, start_time: 697.4, end_time: 698.3 
Word: e, start_time: 698.3, end_time: 698.4 
Word: responda, start_time: 698.4, end_time: 700.6 
Word: Garfield, start_time: 700.6, end_time: 701.0 
Word: attorney, start_time: 701.0, end_time: 703.8 
Word: os, start_time: 703.8, end_time: 704.0 
Word: índices, start_time: 704.0, end_time: 705.3 
Word: de, start_time: 705.3, end_time: 705.4 
Word: prazos, start_time: 705.4, end_time: 706.1 
Word: passando, start_time: 706.1, end_time: 708.1 
Word: pela, start_time: 708.1, end_time: 708.4 
Word: vida, start_time: 708.4, end_time: 708.6 
Word: intelectual, start_time: 708.6, end_time: 709.7 
Word: muito, start_time: 709.7, end_time: 710.5 
Word: viva, start_time: 710.5, end_time: 710.9 
Word: muito, start_time: 710.9, end_time: 711.0 
Word: bonita, start_time: 711.0, end_time: 711.6 
Word: mesmo, start_time: 711.6, end_time: 711.9 
Word: endereço, start_time: 711.9, end_time: 712.2 
Word: dos, start_time: 712.2, end_time: 714.4 
Word: centros, start_time: 714.4, end_time: 715.0 
Word: maiores, start_time: 715.0, end_time: 715.6 
Word: durante, start_time: 715.6, end_time: 716.4 
Word: o, start_time: 716.4, end_time: 716.4 
Word: governo, start_time: 716.4, end_time: 716.6 
Word: de, start_time: 716.6, end_time: 717.6 
Word: 1.720, start_time: 717.6, end_time: 720.0 
Word: até, start_time: 720.0, end_time: 721.1 
Word: praticamente, start_time: 721.1, end_time: 722.5 
Word: a, start_time: 722.5, end_time: 723.1 
Word: independência, start_time: 723.1, end_time: 724.1 
Word: do, start_time: 724.1, end_time: 724.2 
Word: Brasil, start_time: 724.2, end_time: 724.3 
Word: centro, start_time: 724.3, end_time: 726.7 
Word: estrangeira, start_time: 726.7, end_time: 727.4 
Word: de, start_time: 727.4, end_time: 727.6 
Word: Redenção, start_time: 727.6, end_time: 728.3 
Word: de, start_time: 728.3, end_time: 728.4 
Word: Cultura, start_time: 728.4, end_time: 729.0 
Transcript:  e a cultura daquele tempo se fazer na base do Amor à liberdade uma razão simples mas Vamos colorir o primeiro sentimento era de independência e o sentimento se não for internet com sentimento liberdade e a liberdade é uma palavra que está empregado em Permanente no no no no no vocábulo democracia do Povo o que acontece o seguinte àquele começar a trabalhar cedo às mensalidades jovens daquele tempo em Diamantina que viveu sob o regime especial porque a mineração e constituir um exemplo de poder econômico da região a mineração antigamente para aumentar as suas vendas pelo regime especial segundo o qual havia um poço encantado com diamante na mão sobre a pena de morte tudo que você tirava Alagoas e o diamante era conduzido para Lisboa 
confidence: 0.9543214440345764 

Word: e, start_time: 730.6, end_time: 730.6 
Word: a, start_time: 730.6, end_time: 731.2 
Word: cultura, start_time: 731.2, end_time: 731.5 
Word: daquele, start_time: 731.5, end_time: 732.0 
Word: tempo, start_time: 732.0, end_time: 732.3 
Word: se, start_time: 732.3, end_time: 732.4 
Word: fazer, start_time: 732.4, end_time: 732.8 
Word: na, start_time: 732.8, end_time: 733.2 
Word: base, start_time: 733.2, end_time: 733.7 
Word: do, start_time: 733.7, end_time: 733.9 
Word: Amor, start_time: 733.9, end_time: 734.0 
Word: à, start_time: 734.0, end_time: 734.2 
Word: liberdade, start_time: 734.2, end_time: 734.4 
Word: uma, start_time: 734.4, end_time: 735.6 
Word: razão, start_time: 735.6, end_time: 736.1 
Word: simples, start_time: 736.1, end_time: 736.5 
Word: mas, start_time: 736.5, end_time: 737.7 
Word: Vamos, start_time: 737.7, end_time: 738.0 
Word: colorir, start_time: 738.0, end_time: 738.5 
Word: o, start_time: 738.5, end_time: 739.0 
Word: primeiro, start_time: 739.0, end_time: 739.5 
Word: sentimento, start_time: 739.5, end_time: 740.0 
Word: era, start_time: 740.0, end_time: 740.7 
Word: de, start_time: 740.7, end_time: 740.8 
Word: independência, start_time: 740.8, end_time: 741.7 
Word: e, start_time: 741.7, end_time: 742.4 
Word: o, start_time: 742.4, end_time: 742.5 
Word: sentimento, start_time: 742.5, end_time: 743.1 
Word: se, start_time: 743.1, end_time: 743.3 
Word: não, start_time: 743.3, end_time: 743.5 
Word: for, start_time: 743.5, end_time: 743.7 
Word: internet, start_time: 743.7, end_time: 744.2 
Word: com, start_time: 744.2, end_time: 744.4 
Word: sentimento, start_time: 744.4, end_time: 744.9 
Word: liberdade, start_time: 744.9, end_time: 745.3 
Word: e, start_time: 745.3, end_time: 746.3 
Word: a, start_time: 746.3, end_time: 746.4 
Word: liberdade, start_time: 746.4, end_time: 746.6 
Word: é, start_time: 746.6, end_time: 747.1 
Word: uma, start_time: 747.1, end_time: 747.2 
Word: palavra, start_time: 747.2, end_time: 747.4 
Word: que, start_time: 747.4, end_time: 747.8 
Word: está, start_time: 747.8, end_time: 747.9 
Word: empregado, start_time: 747.9, end_time: 749.0 
Word: em, start_time: 749.0, end_time: 749.0 
Word: Permanente, start_time: 749.0, end_time: 749.7 
Word: no, start_time: 749.7, end_time: 749.9 
Word: no, start_time: 749.9, end_time: 750.0 
Word: no, start_time: 750.0, end_time: 750.1 
Word: no, start_time: 750.1, end_time: 750.2 
Word: no, start_time: 750.2, end_time: 750.4 
Word: vocábulo, start_time: 750.4, end_time: 751.4 
Word: democracia, start_time: 751.4, end_time: 751.7 
Word: do, start_time: 751.7, end_time: 753.4 
Word: Povo, start_time: 753.4, end_time: 753.5 
Word: o, start_time: 753.5, end_time: 754.5 
Word: que, start_time: 754.5, end_time: 754.7 
Word: acontece, start_time: 754.7, end_time: 755.5 
Word: o, start_time: 755.5, end_time: 756.1 
Word: seguinte, start_time: 756.1, end_time: 756.2 
Word: àquele, start_time: 756.2, end_time: 756.7 
