Transcript: fichário da Capricho 
confidence: 0.5694495439529419 

Word: fichário, start_time: 0.0, end_time: 57.9 
Word: vulfpeck, start_time: 720.9, end_time: 721.0 
Word: falando, start_time: 721.0, end_time: 722.5 
Word: sobre, start_time: 722.5, end_time: 723.5 
Word: essas, start_time: 723.5, end_time: 724.1 
Word: duas, start_time: 724.1, end_time: 724.8 
Word: afirmativas, start_time: 724.8, end_time: 726.4 
Word: 1604, start_time: 726.4, end_time: 731.5 
Word: Sony, start_time: 731.5, end_time: 731.8 
Word: Xperia, start_time: 731.8, end_time: 732.3 
Word: L, start_time: 732.3, end_time: 732.9 
Word: de, start_time: 732.9, end_time: 733.0 
Word: reflexão, start_time: 733.0, end_time: 734.1 
Transcript:  decapitare vídeos de Survivalcraft original do Sandero Stepway news.com.br do camarão 
confidence: 0.5064463019371033 

Word: decapitare, start_time: 735.3, end_time: 736.8 
Word: vídeos, start_time: 736.8, end_time: 737.9 
Word: de, start_time: 737.9, end_time: 738.0 
Word: Survivalcraft, start_time: 738.0, end_time: 739.1 
Word: original, start_time: 739.1, end_time: 743.1 
Word: do, start_time: 743.1, end_time: 745.4 
Word: Sandero, start_time: 745.4, end_time: 745.9 
Word: Stepway, start_time: 745.9, end_time: 749.6 
Word: news.com.br, start_time: 749.6, end_time: 752.6 
Word: do, start_time: 752.6, end_time: 754.6 
Word: camarão, start_time: 754.6, end_time: 755.0 
Transcript:  Facebook Accenture wireless USB adapter na Europa ocidental diga logo por Castro Alves Uberlândia dos tênis masculinos 
confidence: 0.6801921725273132 

Word: Facebook, start_time: 756.6, end_time: 758.1 
Word: Accenture, start_time: 758.1, end_time: 758.6 
Word: wireless, start_time: 758.6, end_time: 760.1 
Word: USB, start_time: 760.1, end_time: 760.2 
Word: adapter, start_time: 760.2, end_time: 761.4 
Word: na, start_time: 761.4, end_time: 761.9 
Word: Europa, start_time: 761.9, end_time: 764.6 
Word: ocidental, start_time: 764.6, end_time: 764.8 
Word: diga, start_time: 764.8, end_time: 767.5 
Word: logo, start_time: 767.5, end_time: 767.6 
Word: por, start_time: 767.6, end_time: 768.0 
Word: Castro, start_time: 768.0, end_time: 772.2 
Word: Alves, start_time: 772.2, end_time: 772.2 
Word: Uberlândia, start_time: 772.2, end_time: 774.0 
Word: dos, start_time: 774.0, end_time: 780.1 
Word: tênis, start_time: 780.1, end_time: 780.6 
Word: masculinos, start_time: 780.6, end_time: 781.3 
Transcript:  becycle Fatality MK9 como se achando a música Eminem Beautiful Girls are bigger Pablo stolze visual do Windows demora quantos minutos antes do treino e o seu carro Vectra GT 710 2GB de processo Maria do Carmo de Souza 1986 fv-5 the world Wine group Engineering Instagram de Camargo 967 - Every Time 
confidence: 0.961916983127594 

Word: becycle, start_time: 787.3, end_time: 788.2 
Word: Fatality, start_time: 788.2, end_time: 788.9 
Word: MK9, start_time: 788.9, end_time: 789.4 
Word: como, start_time: 789.4, end_time: 789.8 
Word: se, start_time: 789.8, end_time: 790.0 
Word: achando, start_time: 790.0, end_time: 790.2 
Word: a, start_time: 790.2, end_time: 790.8 
Word: música, start_time: 790.8, end_time: 791.2 
Word: Eminem, start_time: 791.2, end_time: 793.1 
Word: Beautiful, start_time: 793.1, end_time: 793.4 
Word: Girls, start_time: 793.4, end_time: 799.7 
Word: are, start_time: 799.7, end_time: 799.8 
Word: bigger, start_time: 799.8, end_time: 800.0 
Word: Pablo, start_time: 800.0, end_time: 800.9 
Word: stolze, start_time: 800.9, end_time: 801.3 
Word: visual, start_time: 801.3, end_time: 803.5 
Word: do, start_time: 803.5, end_time: 803.6 
Word: Windows, start_time: 803.6, end_time: 803.7 
Word: demora, start_time: 803.7, end_time: 804.7 
Word: quantos, start_time: 804.7, end_time: 805.2 
Word: minutos, start_time: 805.2, end_time: 805.4 
Word: antes, start_time: 805.4, end_time: 806.3 
Word: do, start_time: 806.3, end_time: 806.6 
Word: treino, start_time: 806.6, end_time: 806.6 
Word: e, start_time: 806.6, end_time: 807.1 
Word: o, start_time: 807.1, end_time: 807.2 
Word: seu, start_time: 807.2, end_time: 807.3 
Word: carro, start_time: 807.3, end_time: 807.6 
Word: Vectra, start_time: 807.6, end_time: 813.6 
Word: GT, start_time: 813.6, end_time: 813.9 
Word: 710, start_time: 813.9, end_time: 814.9 
Word: 2GB, start_time: 814.9, end_time: 815.4 
Word: de, start_time: 815.4, end_time: 816.5 
Word: processo, start_time: 816.5, end_time: 816.9 
Word: Maria, start_time: 816.9, end_time: 817.9 
Word: do, start_time: 817.9, end_time: 818.9 
Word: Carmo, start_time: 818.9, end_time: 819.5 
Word: de, start_time: 819.5, end_time: 819.6 
Word: Souza, start_time: 819.6, end_time: 821.0 
Word: 1986, start_time: 821.0, end_time: 824.3 
Word: fv-5, start_time: 824.3, end_time: 825.4 
Word: the, start_time: 825.4, end_time: 825.9 
Word: world, start_time: 825.9, end_time: 826.4 
Word: Wine, start_time: 826.4, end_time: 826.8 
Word: group, start_time: 826.8, end_time: 828.0 
Word: Engineering, start_time: 828.0, end_time: 828.5 
Word: Instagram, start_time: 828.5, end_time: 832.3 
Word: de, start_time: 832.3, end_time: 833.9 
Word: Camargo, start_time: 833.9, end_time: 836.3 
Word: 967, start_time: 836.3, end_time: 842.9 
Word: -, start_time: 842.9, end_time: 843.1 
Word: Every, start_time: 843.1, end_time: 844.8 
Word: Time, start_time: 844.8, end_time: 845.9 
Transcript:  como transferir vídeos da Factor outro time relacionado a fórmula Renault Duster da Renault Master System failures F4000 remote play with love and love more Open and Close Enough Live log me deixar Resident Evil 4 hacker br processo de choque choquem for Power and friends and influence Snapchat online 
confidence: 0.8084977269172668 

Word: como, start_time: 847.3, end_time: 847.5 
Word: transferir, start_time: 847.5, end_time: 850.4 
Word: vídeos, start_time: 850.4, end_time: 850.9 
Word: da, start_time: 850.9, end_time: 851.3 
Word: Factor, start_time: 851.3, end_time: 851.7 
Word: outro, start_time: 851.7, end_time: 852.3 
Word: time, start_time: 852.3, end_time: 852.6 
Word: relacionado, start_time: 852.6, end_time: 854.7 
Word: a, start_time: 854.7, end_time: 855.0 
Word: fórmula, start_time: 855.0, end_time: 860.8 
Word: Renault, start_time: 860.8, end_time: 861.3 
Word: Duster, start_time: 861.3, end_time: 865.0 
Word: da, start_time: 865.0, end_time: 865.6 
Word: Renault, start_time: 865.6, end_time: 867.2 
Word: Master, start_time: 867.2, end_time: 868.0 
Word: System, start_time: 868.0, end_time: 872.1 
Word: failures, start_time: 872.1, end_time: 872.8 
Word: F4000, start_time: 872.8, end_time: 874.9 
Word: remote, start_time: 874.9, end_time: 875.4 
Word: play, start_time: 875.4, end_time: 876.1 
Word: with, start_time: 876.1, end_time: 876.3 
Word: love, start_time: 876.3, end_time: 877.3 
Word: and, start_time: 877.3, end_time: 878.1 
Word: love, start_time: 878.1, end_time: 878.5 
Word: more, start_time: 878.5, end_time: 878.9 
Word: Open, start_time: 878.9, end_time: 879.6 
Word: and, start_time: 879.6, end_time: 882.0 
Word: Close, start_time: 882.0, end_time: 882.5 
Word: Enough, start_time: 882.5, end_time: 883.4 
Word: Live, start_time: 883.4, end_time: 884.0 
Word: log, start_time: 884.0, end_time: 884.2 
Word: me, start_time: 884.2, end_time: 884.4 
Word: deixar, start_time: 884.4, end_time: 884.9 
Word: Resident, start_time: 884.9, end_time: 885.7 
Word: Evil, start_time: 885.7, end_time: 886.3 
Word: 4, start_time: 886.3, end_time: 887.6 
Word: hacker, start_time: 887.6, end_time: 888.3 
Word: br, start_time: 888.3, end_time: 889.1 
Word: processo, start_time: 889.1, end_time: 889.8 
Word: de, start_time: 889.8, end_time: 889.8 
Word: choque, start_time: 889.8, end_time: 890.8 
Word: choquem, start_time: 890.8, end_time: 896.6 
Word: for, start_time: 896.6, end_time: 897.1 
Word: Power, start_time: 897.1, end_time: 897.8 
Word: and, start_time: 897.8, end_time: 898.2 
Word: friends, start_time: 898.2, end_time: 898.6 
Word: and, start_time: 898.6, end_time: 899.8 
Word: influence, start_time: 899.8, end_time: 899.9 
Word: Snapchat, start_time: 899.9, end_time: 905.0 
Word: online, start_time: 905.0, end_time: 905.5 
Transcript:  Glock 17 19 processo de escravidão online grátis Record em dispositivos Android 2.0 Expression 1.0 fundamentos de futsal 2016 and five of libération Neto leva o suvaco 360 Call of Duty Advanced mobile Interroga as provas melhores jogos dos olhos Ragnarok Nelson Freitas 
confidence: 0.788155198097229 

Word: Glock, start_time: 907.3, end_time: 909.3 
Word: 17, start_time: 909.3, end_time: 917.6 
Word: 19, start_time: 917.6, end_time: 918.0 
Word: processo, start_time: 918.0, end_time: 918.6 
Word: de, start_time: 918.6, end_time: 919.2 
Word: escravidão, start_time: 919.2, end_time: 920.1 
Word: online, start_time: 920.1, end_time: 920.5 
Word: grátis, start_time: 920.5, end_time: 922.0 
Word: Record, start_time: 922.0, end_time: 922.2 
Word: em, start_time: 922.2, end_time: 923.0 
Word: dispositivos, start_time: 923.0, end_time: 924.6 
Word: Android, start_time: 924.6, end_time: 928.6 
Word: 2.0, start_time: 928.6, end_time: 933.1 
Word: Expression, start_time: 933.1, end_time: 933.4 
Word: 1.0, start_time: 933.4, end_time: 934.3 
Word: fundamentos, start_time: 934.3, end_time: 935.9 
Word: de, start_time: 935.9, end_time: 936.1 
Word: futsal, start_time: 936.1, end_time: 936.3 
Word: 2016, start_time: 936.3, end_time: 940.4 
Word: and, start_time: 940.4, end_time: 941.0 
Word: five, start_time: 941.0, end_time: 941.7 
Word: of, start_time: 941.7, end_time: 941.8 
Word: libération, start_time: 941.8, end_time: 945.0 
Word: Neto, start_time: 945.0, end_time: 945.8 
Word: leva, start_time: 945.8, end_time: 946.6 
Word: o, start_time: 946.6, end_time: 946.7 
Word: suvaco, start_time: 946.7, end_time: 947.1 
Word: 360, start_time: 947.1, end_time: 949.3 
Word: Call, start_time: 949.3, end_time: 949.5 
Word: of, start_time: 949.5, end_time: 949.7 
Word: Duty, start_time: 949.7, end_time: 950.4 
Word: Advanced, start_time: 950.4, end_time: 951.9 
Word: mobile, start_time: 951.9, end_time: 954.4 
Word: Interroga, start_time: 954.4, end_time: 955.5 
Word: as, start_time: 955.5, end_time: 957.7 
Word: provas, start_time: 957.7, end_time: 958.3 
Word: melhores, start_time: 958.3, end_time: 958.7 
Word: jogos, start_time: 958.7, end_time: 959.1 
Word: dos, start_time: 959.1, end_time: 959.3 
Word: olhos, start_time: 959.3, end_time: 959.7 
Word: Ragnarok, start_time: 959.7, end_time: 960.5 
Word: Nelson, start_time: 960.5, end_time: 962.0 
Word: Freitas, start_time: 962.0, end_time: 964.3 
Transcript:  Diário do Nordeste tem que confiar ou não Explique os fundamentos liner 763/16 as aulas equilíbrio entre luzes e mechas tudo pessoalmente em breve explicação sobre o Igor Qual o próprio Universo em desencanto 
confidence: 0.8513774275779724 

Word: Diário, start_time: 967.2, end_time: 967.8 
Word: do, start_time: 967.8, end_time: 968.3 
Word: Nordeste, start_time: 968.3, end_time: 970.4 
Word: tem, start_time: 970.4, end_time: 971.0 
Word: que, start_time: 971.0, end_time: 971.1 
Word: confiar, start_time: 971.1, end_time: 975.6 
Word: ou, start_time: 975.6, end_time: 976.6 
Word: não, start_time: 976.6, end_time: 976.6 
Word: Explique, start_time: 976.6, end_time: 978.5 
Word: os, start_time: 978.5, end_time: 980.4 
Word: fundamentos, start_time: 980.4, end_time: 980.6 
Word: liner, start_time: 980.6, end_time: 982.3 
Word: 763/16, start_time: 982.3, end_time: 993.6 
Word: as, start_time: 993.6, end_time: 994.1 
Word: aulas, start_time: 994.1, end_time: 995.7 
Word: equilíbrio, start_time: 995.7, end_time: 997.4 
Word: entre, start_time: 997.4, end_time: 998.4 
Word: luzes, start_time: 998.4, end_time: 999.7 
Word: e, start_time: 999.7, end_time: 999.9 
Word: mechas, start_time: 999.9, end_time: 1000.8 
Word: tudo, start_time: 1000.8, end_time: 1005.6 
Word: pessoalmente, start_time: 1005.6, end_time: 1006.1 
Word: em, start_time: 1006.1, end_time: 1007.1 
Word: breve, start_time: 1007.1, end_time: 1008.3 
Word: explicação, start_time: 1008.3, end_time: 1009.5 
Word: sobre, start_time: 1009.5, end_time: 1016.7 
Word: o, start_time: 1016.7, end_time: 1016.9 
Word: Igor, start_time: 1016.9, end_time: 1017.5 
Word: Qual, start_time: 1017.5, end_time: 1018.9 
Word: o, start_time: 1018.9, end_time: 1019.0 
Word: próprio, start_time: 1019.0, end_time: 1019.3 
Word: Universo, start_time: 1019.3, end_time: 1019.9 
Word: em, start_time: 1019.9, end_time: 1020.5 
Word: desencanto, start_time: 1020.5, end_time: 1021.8 
Transcript:  League of Legends Patch resto de frango power-play você nem imagina imagina errado era 116 ontem da Mônica diferença entre político e prosperidade for its time.to Volume 7 anos de National atmosphere sinônimo ferro velho em sua maioria das costas o que pode ser 
confidence: 0.8794359564781189 

Word: League, start_time: 1027.2, end_time: 1030.2 
Word: of, start_time: 1030.2, end_time: 1030.3 
Word: Legends, start_time: 1030.3, end_time: 1031.9 
Word: Patch, start_time: 1031.9, end_time: 1033.9 
Word: resto, start_time: 1033.9, end_time: 1035.0 
Word: de, start_time: 1035.0, end_time: 1035.2 
Word: frango, start_time: 1035.2, end_time: 1038.9 
Word: power-play, start_time: 1038.9, end_time: 1039.5 
Word: você, start_time: 1039.5, end_time: 1040.1 
Word: nem, start_time: 1040.1, end_time: 1040.3 
Word: imagina, start_time: 1040.3, end_time: 1041.8 
Word: imagina, start_time: 1041.8, end_time: 1042.5 
Word: errado, start_time: 1042.5, end_time: 1042.8 
Word: era, start_time: 1042.8, end_time: 1043.0 
Word: 116, start_time: 1043.0, end_time: 1045.4 
Word: ontem, start_time: 1045.4, end_time: 1045.6 
Word: da, start_time: 1045.6, end_time: 1045.9 
Word: Mônica, start_time: 1045.9, end_time: 1046.6 
Word: diferença, start_time: 1046.6, end_time: 1047.2 
Word: entre, start_time: 1047.2, end_time: 1047.4 
Word: político, start_time: 1047.4, end_time: 1048.4 
Word: e, start_time: 1048.4, end_time: 1048.5 
Word: prosperidade, start_time: 1048.5, end_time: 1053.5 
Word: for, start_time: 1053.5, end_time: 1054.2 
Word: its, start_time: 1054.2, end_time: 1055.8 
Word: time.to, start_time: 1055.8, end_time: 1056.4 
Word: Volume, start_time: 1056.4, end_time: 1059.6 
Word: 7, start_time: 1059.6, end_time: 1061.8 
Word: anos, start_time: 1061.8, end_time: 1062.1 
Word: de, start_time: 1062.1, end_time: 1062.7 
Word: National, start_time: 1062.7, end_time: 1064.1 
Word: atmosphere, start_time: 1064.1, end_time: 1065.5 
Word: sinônimo, start_time: 1065.5, end_time: 1066.5 
Word: ferro, start_time: 1066.5, end_time: 1066.9 
Word: velho, start_time: 1066.9, end_time: 1067.9 
Word: em, start_time: 1067.9, end_time: 1067.9 
Word: sua, start_time: 1067.9, end_time: 1068.1 
Word: maioria, start_time: 1068.1, end_time: 1068.3 
Word: das, start_time: 1068.3, end_time: 1068.8 
Word: costas, start_time: 1068.8, end_time: 1070.3 
Word: o, start_time: 1070.3, end_time: 1070.4 
Word: que, start_time: 1070.4, end_time: 1070.6 
Word: pode, start_time: 1070.6, end_time: 1070.8 
Word: ser, start_time: 1070.8, end_time: 1071.6 
Transcript:  lança de javali como você que sumiu Smart TV está com infecção no canal da bexiga liberando de cheques antigos pobre Veículos 
confidence: 0.7855488061904907 

Word: lança, start_time: 1074.1, end_time: 1074.8 
Word: de, start_time: 1074.8, end_time: 1075.0 
Word: javali, start_time: 1075.0, end_time: 1076.0 
Word: como, start_time: 1076.0, end_time: 1077.6 
Word: você, start_time: 1077.6, end_time: 1077.8 
Word: que, start_time: 1077.8, end_time: 1078.0 
Word: sumiu, start_time: 1078.0, end_time: 1078.1 
Word: Smart, start_time: 1078.1, end_time: 1078.5 
Word: TV, start_time: 1078.5, end_time: 1080.7 
Word: está, start_time: 1080.7, end_time: 1081.8 
Word: com, start_time: 1081.8, end_time: 1082.1 
Word: infecção, start_time: 1082.1, end_time: 1083.2 
Word: no, start_time: 1083.2, end_time: 1083.5 
Word: canal, start_time: 1083.5, end_time: 1083.7 
Word: da, start_time: 1083.7, end_time: 1085.2 
Word: bexiga, start_time: 1085.2, end_time: 1085.4 
Word: liberando, start_time: 1085.4, end_time: 1086.8 
Word: de, start_time: 1086.8, end_time: 1087.5 
Word: cheques, start_time: 1087.5, end_time: 1087.9 
Word: antigos, start_time: 1087.9, end_time: 1088.1 
Word: pobre, start_time: 1088.1, end_time: 1089.2 
Word: Veículos, start_time: 1089.2, end_time: 1090.0 
Transcript:  filho de Caxias X Games skate 2014 Speed Most expensive Girl just wanna Malafaia melhores plataformas nós indagamos nota final 
confidence: 0.658854603767395 

Word: filho, start_time: 1092.1, end_time: 1092.7 
Word: de, start_time: 1092.7, end_time: 1092.8 
Word: Caxias, start_time: 1092.8, end_time: 1093.3 
Word: X, start_time: 1093.3, end_time: 1093.6 
Word: Games, start_time: 1093.6, end_time: 1094.4 
Word: skate, start_time: 1094.4, end_time: 1095.8 
Word: 2014, start_time: 1095.8, end_time: 1097.8 
Word: Speed, start_time: 1097.8, end_time: 1098.7 
Word: Most, start_time: 1098.7, end_time: 1101.7 
Word: expensive, start_time: 1101.7, end_time: 1120.7 
Word: Girl, start_time: 1120.7, end_time: 1121.0 
Word: just, start_time: 1121.0, end_time: 1122.0 
Word: wanna, start_time: 1122.0, end_time: 1125.5 
Word: Malafaia, start_time: 1125.5, end_time: 1128.9 
Word: melhores, start_time: 1128.9, end_time: 1130.3 
Word: plataformas, start_time: 1130.3, end_time: 1132.3 
Word: nós, start_time: 1132.3, end_time: 1132.5 
Word: indagamos, start_time: 1132.5, end_time: 1134.0 
Word: nota, start_time: 1134.0, end_time: 1134.6 
Word: final, start_time: 1134.6, end_time: 1136.9 
Transcript:  vai ser o novo som de aleluia brother Matt Fraser redistribuição morada playback americanos de Game of Thrones Brasil l&s weather for os moleques analisar uma pergunta esse Mercantil em Campinas 
confidence: 0.769487738609314 

Word: vai, start_time: 1142.1, end_time: 1142.5 
Word: ser, start_time: 1142.5, end_time: 1142.8 
Word: o, start_time: 1142.8, end_time: 1142.8 
Word: novo, start_time: 1142.8, end_time: 1143.9 
Word: som, start_time: 1143.9, end_time: 1144.1 
Word: de, start_time: 1144.1, end_time: 1144.3 
Word: aleluia, start_time: 1144.3, end_time: 1145.3 
Word: brother, start_time: 1145.3, end_time: 1147.0 
Word: Matt, start_time: 1147.0, end_time: 1148.1 
Word: Fraser, start_time: 1148.1, end_time: 1148.4 
Word: redistribuição, start_time: 1148.4, end_time: 1154.6 
Word: morada, start_time: 1154.6, end_time: 1156.4 
Word: playback, start_time: 1156.4, end_time: 1156.7 
Word: americanos, start_time: 1156.7, end_time: 1157.9 
Word: de, start_time: 1157.9, end_time: 1158.3 
Word: Game, start_time: 1158.3, end_time: 1159.2 
Word: of, start_time: 1159.2, end_time: 1161.3 
Word: Thrones, start_time: 1161.3, end_time: 1161.9 
Word: Brasil, start_time: 1161.9, end_time: 1162.0 
Word: l&s, start_time: 1162.0, end_time: 1163.0 
Word: weather, start_time: 1163.0, end_time: 1167.0 
Word: for, start_time: 1167.0, end_time: 1167.3 
Word: os, start_time: 1167.3, end_time: 1168.7 
Word: moleques, start_time: 1168.7, end_time: 1170.0 
Word: analisar, start_time: 1170.0, end_time: 1171.0 
Word: uma, start_time: 1171.0, end_time: 1172.5 
Word: pergunta, start_time: 1172.5, end_time: 1173.3 
Word: esse, start_time: 1173.3, end_time: 1173.8 
Word: Mercantil, start_time: 1173.8, end_time: 1174.7 
Word: em, start_time: 1174.7, end_time: 1174.8 
Word: Campinas, start_time: 1174.8, end_time: 1175.6 
Transcript:  piercing São Vicente Uberlândia 
confidence: 0.5846596956253052 

Word: piercing, start_time: 1181.3, end_time: 1182.7 
Word: São, start_time: 1182.7, end_time: 1185.5 
Word: Vicente, start_time: 1185.5, end_time: 1185.9 
Word: Uberlândia, start_time: 1185.9, end_time: 1207.9 
Transcript:  Primark Lisboa quem sabe bater forte esmaltes Dailus Edvaldo processo Alexandre Castro Alves Qual foi o look back anytime anywhere Sócrates obras Fashion Nova Olinda Tocantins 
confidence: 0.8497422337532043 

Word: Primark, start_time: 1214.8, end_time: 1215.5 
Word: Lisboa, start_time: 1215.5, end_time: 1215.7 
Word: quem, start_time: 1215.7, end_time: 1216.3 
Word: sabe, start_time: 1216.3, end_time: 1216.8 
Word: bater, start_time: 1216.8, end_time: 1217.1 
Word: forte, start_time: 1217.1, end_time: 1217.5 
Word: esmaltes, start_time: 1217.5, end_time: 1218.3 
Word: Dailus, start_time: 1218.3, end_time: 1218.7 
Word: Edvaldo, start_time: 1218.7, end_time: 1219.8 
Word: processo, start_time: 1219.8, end_time: 1220.4 
Word: Alexandre, start_time: 1220.4, end_time: 1224.6 
Word: Castro, start_time: 1224.6, end_time: 1225.4 
Word: Alves, start_time: 1225.4, end_time: 1226.4 
Word: Qual, start_time: 1226.4, end_time: 1228.5 
Word: foi, start_time: 1228.5, end_time: 1228.8 
Word: o, start_time: 1228.8, end_time: 1228.9 
Word: look, start_time: 1228.9, end_time: 1229.1 
Word: back, start_time: 1229.1, end_time: 1229.6 
Word: anytime, start_time: 1229.6, end_time: 1230.2 
Word: anywhere, start_time: 1230.2, end_time: 1232.1 
Word: Sócrates, start_time: 1232.1, end_time: 1232.7 
Word: obras, start_time: 1232.7, end_time: 1233.9 
Word: Fashion, start_time: 1233.9, end_time: 1235.1 
Word: Nova, start_time: 1235.1, end_time: 1238.6 
Word: Olinda, start_time: 1238.6, end_time: 1239.6 
Word: Tocantins, start_time: 1239.6, end_time: 1240.2 
Transcript:  Ricardo nuclear estimular os folículos primordiais estes anos todos os vídeos de namorado ponha na sua semente de chia emagrece rápido stop the music Of War alguma coisa viu eles na guerra dos planetas Perdidos na hora que sai tudo certinho serviu que nos reuniu clomifeno em Tóquio trilha sonora de Rock in Roll anos da reforma do mineirão mineirão 
confidence: 0.8685314655303955 

Word: Ricardo, start_time: 1242.3, end_time: 1243.2 
Word: nuclear, start_time: 1243.2, end_time: 1244.5 
Word: estimular, start_time: 1244.5, end_time: 1245.9 
Word: os, start_time: 1245.9, end_time: 1246.0 
Word: folículos, start_time: 1246.0, end_time: 1249.1 
Word: primordiais, start_time: 1249.1, end_time: 1256.3 
Word: estes, start_time: 1256.3, end_time: 1256.8 
Word: anos, start_time: 1256.8, end_time: 1257.5 
Word: todos, start_time: 1257.5, end_time: 1257.8 
Word: os, start_time: 1257.8, end_time: 1257.9 
Word: vídeos, start_time: 1257.9, end_time: 1258.2 
Word: de, start_time: 1258.2, end_time: 1258.4 
Word: namorado, start_time: 1258.4, end_time: 1258.9 
Word: ponha, start_time: 1258.9, end_time: 1259.3 
Word: na, start_time: 1259.3, end_time: 1259.5 
Word: sua, start_time: 1259.5, end_time: 1260.2 
Word: semente, start_time: 1260.2, end_time: 1261.0 
Word: de, start_time: 1261.0, end_time: 1261.5 
Word: chia, start_time: 1261.5, end_time: 1263.2 
Word: emagrece, start_time: 1263.2, end_time: 1263.3 
Word: rápido, start_time: 1263.3, end_time: 1269.3 
Word: stop, start_time: 1269.3, end_time: 1269.6 
Word: the, start_time: 1269.6, end_time: 1269.7 
Word: music, start_time: 1269.7, end_time: 1270.0 
Word: Of, start_time: 1270.0, end_time: 1270.9 
Word: War, start_time: 1270.9, end_time: 1274.5 
Word: alguma, start_time: 1274.5, end_time: 1278.7 
Word: coisa, start_time: 1278.7, end_time: 1279.1 
Word: viu, start_time: 1279.1, end_time: 1279.4 
Word: eles, start_time: 1279.4, end_time: 1280.3 
Word: na, start_time: 1280.3, end_time: 1280.5 
Word: guerra, start_time: 1280.5, end_time: 1280.6 
Word: dos, start_time: 1280.6, end_time: 1282.3 
Word: planetas, start_time: 1282.3, end_time: 1282.3 
Word: Perdidos, start_time: 1282.3, end_time: 1283.6 
Word: na, start_time: 1283.6, end_time: 1284.2 
Word: hora, start_time: 1284.2, end_time: 1284.3 
Word: que, start_time: 1284.3, end_time: 1284.4 
Word: sai, start_time: 1284.4, end_time: 1284.6 
Word: tudo, start_time: 1284.6, end_time: 1284.6 
Word: certinho, start_time: 1284.6, end_time: 1284.9 
Word: serviu, start_time: 1284.9, end_time: 1286.4 
Word: que, start_time: 1286.4, end_time: 1286.6 
Word: nos, start_time: 1286.6, end_time: 1286.8 
Word: reuniu, start_time: 1286.8, end_time: 1287.6 
Word: clomifeno, start_time: 1287.6, end_time: 1288.6 
Word: em, start_time: 1288.6, end_time: 1288.7 
Word: Tóquio, start_time: 1288.7, end_time: 1289.8 
Word: trilha, start_time: 1289.8, end_time: 1290.6 
Word: sonora, start_time: 1290.6, end_time: 1290.8 
Word: de, start_time: 1290.8, end_time: 1291.5 
Word: Rock, start_time: 1291.5, end_time: 1292.2 
Word: in, start_time: 1292.2, end_time: 1292.7 
Word: Roll, start_time: 1292.7, end_time: 1292.8 
Word: anos, start_time: 1292.8, end_time: 1293.1 
Word: da, start_time: 1293.1, end_time: 1293.4 
Word: reforma, start_time: 1293.4, end_time: 1293.5 
Word: do, start_time: 1293.5, end_time: 1294.9 
Word: mineirão, start_time: 1294.9, end_time: 1295.0 
Word: mineirão, start_time: 1295.0, end_time: 1296.6 
Transcript:  AD Blocker ei ei ei Vanderlei Espaço Gourmet no YouTube por nutricionista esportivo explicando o inexplicável de Skype condicionado de Campos dança dos técnicos de outubro Iguatu Space today Everything everything is not be sent you and I Should have won Wonder 
confidence: 0.9065077304840088 

Word: AD, start_time: 1302.3, end_time: 1302.9 
Word: Blocker, start_time: 1302.9, end_time: 1303.3 
Word: ei, start_time: 1303.3, end_time: 1303.6 
Word: ei, start_time: 1303.6, end_time: 1303.8 
Word: ei, start_time: 1303.8, end_time: 1304.1 
Word: Vanderlei, start_time: 1304.1, end_time: 1305.0 
Word: Espaço, start_time: 1305.0, end_time: 1306.7 
Word: Gourmet, start_time: 1306.7, end_time: 1307.2 
Word: no, start_time: 1307.2, end_time: 1307.6 
Word: YouTube, start_time: 1307.6, end_time: 1312.0 
Word: por, start_time: 1312.0, end_time: 1315.9 
Word: nutricionista, start_time: 1315.9, end_time: 1318.9 
Word: esportivo, start_time: 1318.9, end_time: 1319.8 
Word: explicando, start_time: 1319.8, end_time: 1321.1 
Word: o, start_time: 1321.1, end_time: 1324.8 
Word: inexplicável, start_time: 1324.8, end_time: 1326.7 
Word: de, start_time: 1326.7, end_time: 1327.3 
Word: Skype, start_time: 1327.3, end_time: 1328.3 
Word: condicionado, start_time: 1328.3, end_time: 1329.1 
Word: de, start_time: 1329.1, end_time: 1330.6 
Word: Campos, start_time: 1330.6, end_time: 1330.8 
Word: dança, start_time: 1330.8, end_time: 1331.1 
Word: dos, start_time: 1331.1, end_time: 1332.6 
Word: técnicos, start_time: 1332.6, end_time: 1332.8 
Word: de, start_time: 1332.8, end_time: 1333.2 
Word: outubro, start_time: 1333.2, end_time: 1333.7 
Word: Iguatu, start_time: 1333.7, end_time: 1333.9 
Word: Space, start_time: 1333.9, end_time: 1335.4 
Word: today, start_time: 1335.4, end_time: 1335.6 
Word: Everything, start_time: 1335.6, end_time: 1336.6 
Word: everything, start_time: 1336.6, end_time: 1338.1 
Word: is, start_time: 1338.1, end_time: 1339.9 
Word: not, start_time: 1339.9, end_time: 1340.2 
Word: be, start_time: 1340.2, end_time: 1340.5 
Word: sent, start_time: 1340.5, end_time: 1340.6 
Word: you, start_time: 1340.6, end_time: 1340.9 
Word: and, start_time: 1340.9, end_time: 1341.2 
Word: I, start_time: 1341.2, end_time: 1341.2 
Word: Should, start_time: 1341.2, end_time: 1342.2 
Word: have, start_time: 1342.2, end_time: 1342.3 
Word: won, start_time: 1342.3, end_time: 1342.5 
